video1,video2,clip_similarity,video_similarity
v_BalanceBeam_g02_c02.avi,v_UnevenBars_g04_c01.avi,0.91744,0.57649
v_BalanceBeam_g02_c02.avi,v_UnevenBars_g05_c02.avi,0.93178,0.53788
v_BalanceBeam_g02_c02.avi,v_UnevenBars_g05_c03.avi,0.94715,0.50547
v_BalanceBeam_g02_c03.avi,v_FloorGymnastics_g01_c04.avi,0.90091,0.59382
v_BalanceBeam_g02_c03.avi,v_FloorGymnastics_g02_c04.avi,0.93388,0.58253
v_BalanceBeam_g02_c03.avi,v_FloorGymnastics_g03_c04.avi,0.90169,0.45690
v_BalanceBeam_g02_c03.avi,v_FloorGymnastics_g04_c03.avi,0.90234,0.54886
v_BalanceBeam_g02_c03.avi,v_FloorGymnastics_g04_c05.avi,0.91051,0.56894
v_BalanceBeam_g02_c03.avi,v_UnevenBars_g02_c01.avi,0.90731,0.59825
v_BalanceBeam_g02_c03.avi,v_UnevenBars_g02_c04.avi,0.93645,0.57648
v_BalanceBeam_g02_c03.avi,v_UnevenBars_g03_c03.avi,0.92748,0.50962
v_BalanceBeam_g02_c03.avi,v_UnevenBars_g04_c01.avi,0.90543,0.49595
v_BalanceBeam_g02_c03.avi,v_UnevenBars_g05_c02.avi,0.93598,0.51134
v_BalanceBeam_g02_c03.avi,v_UnevenBars_g05_c03.avi,0.90825,0.50343
v_BalanceBeam_g02_c04.avi,v_BalanceBeam_g04_c03.avi,0.90779,0.51555
v_BalanceBeam_g02_c04.avi,v_BalanceBeam_g04_c04.avi,0.90014,0.47623
v_BalanceBeam_g02_c04.avi,v_BalanceBeam_g07_c03.avi,0.90265,0.46842
v_BalanceBeam_g02_c04.avi,v_FloorGymnastics_g03_c01.avi,0.93258,0.49137
v_BalanceBeam_g02_c04.avi,v_FloorGymnastics_g03_c02.avi,0.92408,0.52559
v_BalanceBeam_g02_c04.avi,v_FloorGymnastics_g03_c03.avi,0.90490,0.45980
v_BalanceBeam_g02_c04.avi,v_FloorGymnastics_g03_c04.avi,0.92434,0.42659
v_BalanceBeam_g02_c04.avi,v_FloorGymnastics_g04_c05.avi,0.91435,0.55496
v_BalanceBeam_g02_c04.avi,v_ParallelBars_g03_c02.avi,0.90846,0.47734
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g01_c02.avi,0.92396,0.54201
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g01_c03.avi,0.92266,0.56741
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g02_c01.avi,0.93902,0.58799
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g02_c02.avi,0.91063,0.55987
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g02_c04.avi,0.90572,0.53060
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g04_c01.avi,0.91029,0.54624
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g04_c02.avi,0.90509,0.52868
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g04_c03.avi,0.92243,0.57476
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g05_c02.avi,0.92299,0.49695
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g05_c03.avi,0.90672,0.48499
v_BalanceBeam_g02_c04.avi,v_UnevenBars_g06_c01.avi,0.90680,0.55307
v_BalanceBeam_g03_c01.avi,v_BalanceBeam_g04_c01.avi,0.90644,0.59427
v_BalanceBeam_g03_c01.avi,v_BalanceBeam_g05_c01.avi,0.90200,0.57509
v_BalanceBeam_g03_c02.avi,v_BalanceBeam_g05_c03.avi,0.90116,0.56124
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g01_c02.avi,0.90771,0.41574
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g01_c03.avi,0.91233,0.45475
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g01_c04.avi,0.91958,0.50217
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g01_c05.avi,0.90197,0.47069
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g03_c01.avi,0.90919,0.53821
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g03_c02.avi,0.92062,0.52632
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g03_c03.avi,0.90624,0.41611
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g03_c04.avi,0.91756,0.44147
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g04_c05.avi,0.91010,0.52382
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g07_c01.avi,0.91932,0.50791
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g07_c02.avi,0.93308,0.44527
v_BalanceBeam_g03_c02.avi,v_FloorGymnastics_g07_c04.avi,0.91542,0.50522
v_BalanceBeam_g03_c02.avi,v_UnevenBars_g01_c03.avi,0.90108,0.58309
v_BalanceBeam_g03_c02.avi,v_UnevenBars_g04_c03.avi,0.90654,0.51087
v_BalanceBeam_g03_c03.avi,v_UnevenBars_g02_c04.avi,0.92097,0.52307
v_BalanceBeam_g03_c04.avi,v_BalanceBeam_g05_c03.avi,0.91102,0.58457
v_BalanceBeam_g03_c04.avi,v_FloorGymnastics_g03_c01.avi,0.91413,0.55887
v_BalanceBeam_g03_c04.avi,v_FloorGymnastics_g03_c02.avi,0.91761,0.55435
v_BalanceBeam_g03_c04.avi,v_FloorGymnastics_g03_c04.avi,0.91284,0.46015
v_BalanceBeam_g03_c04.avi,v_FloorGymnastics_g07_c01.avi,0.90168,0.44127
v_BalanceBeam_g03_c04.avi,v_FloorGymnastics_g07_c02.avi,0.90701,0.41407
v_BalanceBeam_g03_c04.avi,v_UnevenBars_g01_c03.avi,0.90262,0.53806
v_BalanceBeam_g03_c04.avi,v_UnevenBars_g04_c03.avi,0.91415,0.48332
v_BalanceBeam_g04_c01.avi,v_BalanceBeam_g04_c02.avi,0.91606,0.50988
v_BalanceBeam_g04_c01.avi,v_BalanceBeam_g04_c03.avi,0.91814,0.56611
v_BalanceBeam_g04_c01.avi,v_BalanceBeam_g04_c04.avi,0.90533,0.48672
v_BalanceBeam_g04_c01.avi,v_BalanceBeam_g07_c03.avi,0.90984,0.47884
v_BalanceBeam_g04_c01.avi,v_FloorGymnastics_g01_c02.avi,0.90040,0.40648
v_BalanceBeam_g04_c01.avi,v_FloorGymnastics_g01_c04.avi,0.90764,0.52584
v_BalanceBeam_g04_c01.avi,v_FloorGymnastics_g02_c04.avi,0.92304,0.58915
v_BalanceBeam_g04_c01.avi,v_FloorGymnastics_g03_c01.avi,0.90328,0.52628
v_BalanceBeam_g04_c01.avi,v_FloorGymnastics_g03_c02.avi,0.90331,0.51295
v_BalanceBeam_g04_c01.avi,v_FloorGymnastics_g03_c04.avi,0.90720,0.44055
v_BalanceBeam_g04_c01.avi,v_FloorGymnastics_g04_c02.avi,0.90623,0.54643
v_BalanceBeam_g04_c01.avi,v_FloorGymnastics_g04_c05.avi,0.91160,0.51645
v_BalanceBeam_g04_c01.avi,v_ParallelBars_g03_c04.avi,0.90113,0.48256
v_BalanceBeam_g04_c01.avi,v_UnevenBars_g01_c01.avi,0.90135,0.49141
v_BalanceBeam_g04_c01.avi,v_UnevenBars_g01_c02.avi,0.90740,0.51740
v_BalanceBeam_g04_c01.avi,v_UnevenBars_g02_c01.avi,0.92335,0.58295
v_BalanceBeam_g04_c01.avi,v_UnevenBars_g02_c02.avi,0.90915,0.53927
v_BalanceBeam_g04_c01.avi,v_UnevenBars_g02_c04.avi,0.93738,0.55992
v_BalanceBeam_g04_c01.avi,v_UnevenBars_g03_c03.avi,0.92970,0.54743
v_BalanceBeam_g04_c01.avi,v_UnevenBars_g03_c04.avi,0.90303,0.50708
v_BalanceBeam_g04_c01.avi,v_UnevenBars_g04_c01.avi,0.91057,0.56719
v_BalanceBeam_g04_c01.avi,v_UnevenBars_g05_c02.avi,0.92356,0.56357
v_BalanceBeam_g04_c01.avi,v_UnevenBars_g05_c03.avi,0.95926,0.54284
v_BalanceBeam_g04_c02.avi,v_BalanceBeam_g05_c02.avi,0.91366,0.47386
v_BalanceBeam_g04_c02.avi,v_BalanceBeam_g05_c03.avi,0.90413,0.46706
v_BalanceBeam_g04_c02.avi,v_BalanceBeam_g05_c04.avi,0.91847,0.49876
v_BalanceBeam_g04_c02.avi,v_BalanceBeam_g06_c02.avi,0.90747,0.51947
v_BalanceBeam_g04_c02.avi,v_BalanceBeam_g06_c06.avi,0.92194,0.54246
v_BalanceBeam_g04_c02.avi,v_BalanceBeam_g06_c07.avi,0.90085,0.50514
v_BalanceBeam_g04_c02.avi,v_BalanceBeam_g07_c02.avi,0.90619,0.48473
v_BalanceBeam_g04_c02.avi,v_BalanceBeam_g07_c03.avi,0.90622,0.43212
v_BalanceBeam_g04_c02.avi,v_FloorGymnastics_g03_c01.avi,0.91032,0.51080
v_BalanceBeam_g04_c02.avi,v_FloorGymnastics_g06_c04.avi,0.90493,0.44737
v_BalanceBeam_g04_c02.avi,v_FloorGymnastics_g06_c05.avi,0.90048,0.43527
v_BalanceBeam_g04_c02.avi,v_FloorGymnastics_g06_c06.avi,0.91596,0.31102
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g01_c02.avi,0.91100,0.52708
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g02_c04.avi,0.93540,0.49136
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g03_c03.avi,0.90312,0.44409
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g03_c04.avi,0.90242,0.42916
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g06_c02.avi,0.91792,0.49729
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g06_c03.avi,0.90730,0.43573
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g06_c04.avi,0.91171,0.39882
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g06_c05.avi,0.91084,0.49087
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g06_c06.avi,0.90522,0.46898
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g06_c07.avi,0.91972,0.43052
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g07_c01.avi,0.90997,0.37556
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g07_c02.avi,0.90715,0.44176
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g07_c03.avi,0.91434,0.44878
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g07_c04.avi,0.91688,0.42592
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g07_c05.avi,0.90404,0.43055
v_BalanceBeam_g04_c02.avi,v_ParallelBars_g07_c06.avi,0.90686,0.40958
v_BalanceBeam_g04_c02.avi,v_UnevenBars_g01_c01.avi,0.95980,0.53809
v_BalanceBeam_g04_c02.avi,v_UnevenBars_g01_c03.avi,0.91352,0.44465
v_BalanceBeam_g04_c02.avi,v_UnevenBars_g02_c04.avi,0.90029,0.34096
v_BalanceBeam_g04_c02.avi,v_UnevenBars_g03_c04.avi,0.94375,0.48077
v_BalanceBeam_g04_c02.avi,v_UnevenBars_g04_c01.avi,0.91693,0.41822
v_BalanceBeam_g04_c02.avi,v_UnevenBars_g04_c04.avi,0.95248,0.55316
v_BalanceBeam_g04_c02.avi,v_UnevenBars_g05_c03.avi,0.90831,0.33574
v_BalanceBeam_g04_c03.avi,v_BalanceBeam_g05_c01.avi,0.90361,0.50973
v_BalanceBeam_g04_c03.avi,v_BalanceBeam_g05_c02.avi,0.92198,0.50835
v_BalanceBeam_g04_c03.avi,v_BalanceBeam_g05_c03.avi,0.91702,0.46554
v_BalanceBeam_g04_c03.avi,v_BalanceBeam_g05_c04.avi,0.91771,0.47369
v_BalanceBeam_g04_c03.avi,v_BalanceBeam_g06_c02.avi,0.91435,0.46009
v_BalanceBeam_g04_c03.avi,v_BalanceBeam_g06_c06.avi,0.92299,0.50082
v_BalanceBeam_g04_c03.avi,v_BalanceBeam_g06_c07.avi,0.90285,0.48258
v_BalanceBeam_g04_c03.avi,v_BalanceBeam_g07_c02.avi,0.90537,0.50204
v_BalanceBeam_g04_c03.avi,v_BalanceBeam_g07_c03.avi,0.92578,0.44016
v_BalanceBeam_g04_c03.avi,v_FloorGymnastics_g03_c01.avi,0.93949,0.50125
v_BalanceBeam_g04_c03.avi,v_FloorGymnastics_g03_c02.avi,0.92329,0.45723
v_BalanceBeam_g04_c03.avi,v_FloorGymnastics_g03_c04.avi,0.92497,0.36905
v_BalanceBeam_g04_c03.avi,v_FloorGymnastics_g05_c02.avi,0.91001,0.40505
v_BalanceBeam_g04_c03.avi,v_FloorGymnastics_g05_c03.avi,0.90339,0.51455
v_BalanceBeam_g04_c03.avi,v_FloorGymnastics_g05_c04.avi,0.91011,0.41640
v_BalanceBeam_g04_c03.avi,v_FloorGymnastics_g06_c04.avi,0.90986,0.36735
v_BalanceBeam_g04_c03.avi,v_FloorGymnastics_g06_c06.avi,0.91218,0.25991
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g01_c02.avi,0.90851,0.50196
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g02_c03.avi,0.90146,0.38301
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g02_c04.avi,0.92853,0.47053
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g03_c02.avi,0.90319,0.37480
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g03_c03.avi,0.90272,0.43451
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g04_c02.avi,0.90100,0.47272
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g06_c01.avi,0.90407,0.49880
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g06_c02.avi,0.92563,0.49964
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g06_c03.avi,0.91063,0.41492
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g06_c04.avi,0.91868,0.39669
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g06_c05.avi,0.91558,0.47671
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g06_c06.avi,0.91363,0.49176
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g06_c07.avi,0.92779,0.40401
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g07_c01.avi,0.90700,0.42234
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g07_c02.avi,0.90033,0.42557
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g07_c03.avi,0.91019,0.44918
v_BalanceBeam_g04_c03.avi,v_ParallelBars_g07_c04.avi,0.91438,0.43207
v_BalanceBeam_g04_c03.avi,v_UnevenBars_g01_c01.avi,0.96064,0.54111
v_BalanceBeam_g04_c03.avi,v_UnevenBars_g01_c02.avi,0.90237,0.39490
v_BalanceBeam_g04_c03.avi,v_UnevenBars_g01_c03.avi,0.91719,0.43819
v_BalanceBeam_g04_c03.avi,v_UnevenBars_g02_c04.avi,0.90942,0.35920
v_BalanceBeam_g04_c03.avi,v_UnevenBars_g03_c04.avi,0.93428,0.42604
v_BalanceBeam_g04_c03.avi,v_UnevenBars_g04_c01.avi,0.91416,0.38518
v_BalanceBeam_g04_c03.avi,v_UnevenBars_g04_c04.avi,0.95279,0.50258
v_BalanceBeam_g04_c03.avi,v_UnevenBars_g05_c03.avi,0.91079,0.35136
v_BalanceBeam_g04_c04.avi,v_BalanceBeam_g05_c01.avi,0.90823,0.43294
v_BalanceBeam_g04_c04.avi,v_BalanceBeam_g05_c02.avi,0.91070,0.52906
v_BalanceBeam_g04_c04.avi,v_BalanceBeam_g05_c03.avi,0.91225,0.48830
v_BalanceBeam_g04_c04.avi,v_BalanceBeam_g05_c04.avi,0.91068,0.52442
v_BalanceBeam_g04_c04.avi,v_BalanceBeam_g06_c02.avi,0.91237,0.52302
v_BalanceBeam_g04_c04.avi,v_BalanceBeam_g06_c06.avi,0.92178,0.54435
v_BalanceBeam_g04_c04.avi,v_BalanceBeam_g06_c07.avi,0.90605,0.56556
v_BalanceBeam_g04_c04.avi,v_BalanceBeam_g07_c03.avi,0.91810,0.45457
v_BalanceBeam_g04_c04.avi,v_FloorGymnastics_g03_c01.avi,0.92665,0.46962
v_BalanceBeam_g04_c04.avi,v_FloorGymnastics_g03_c02.avi,0.91001,0.43078
v_BalanceBeam_g04_c04.avi,v_FloorGymnastics_g03_c04.avi,0.91094,0.39854
v_BalanceBeam_g04_c04.avi,v_FloorGymnastics_g05_c02.avi,0.90096,0.28639
v_BalanceBeam_g04_c04.avi,v_FloorGymnastics_g05_c03.avi,0.90006,0.43122
v_BalanceBeam_g04_c04.avi,v_FloorGymnastics_g06_c04.avi,0.92086,0.41460
v_BalanceBeam_g04_c04.avi,v_FloorGymnastics_g06_c05.avi,0.91441,0.40740
v_BalanceBeam_g04_c04.avi,v_FloorGymnastics_g06_c06.avi,0.92645,0.33884
v_BalanceBeam_g04_c04.avi,v_FloorGymnastics_g06_c07.avi,0.90157,0.42537
v_BalanceBeam_g04_c04.avi,v_ParallelBars_g01_c02.avi,0.90871,0.46867
v_BalanceBeam_g04_c04.avi,v_ParallelBars_g02_c04.avi,0.92810,0.46644
v_BalanceBeam_g04_c04.avi,v_ParallelBars_g06_c02.avi,0.90694,0.45428
v_BalanceBeam_g04_c04.avi,v_ParallelBars_g06_c04.avi,0.90384,0.32249
v_BalanceBeam_g04_c04.avi,v_ParallelBars_g06_c07.avi,0.91229,0.37818
v_BalanceBeam_g04_c04.avi,v_ParallelBars_g07_c03.avi,0.90490,0.48535
v_BalanceBeam_g04_c04.avi,v_ParallelBars_g07_c04.avi,0.90027,0.49603
v_BalanceBeam_g04_c04.avi,v_UnevenBars_g01_c01.avi,0.96069,0.52393
v_BalanceBeam_g04_c04.avi,v_UnevenBars_g01_c03.avi,0.90652,0.40236
v_BalanceBeam_g04_c04.avi,v_UnevenBars_g03_c04.avi,0.93222,0.42305
v_BalanceBeam_g04_c04.avi,v_UnevenBars_g04_c01.avi,0.90899,0.36777
