video1,video2,clip_similarity,video_similarity
v_Bowling_g06_c04.avi,v_Bowling_g06_c05.avi,0.92194,0.18807
v_Bowling_g06_c04.avi,v_Bowling_g06_c07.avi,0.91783,0.20582
v_BreastStroke_g01_c01.avi,v_FrontCrawl_g01_c04.avi,0.91214,0.38282
v_BreastStroke_g01_c04.avi,v_FrontCrawl_g01_c01.avi,0.91702,0.36251
v_BreastStroke_g01_c04.avi,v_FrontCrawl_g01_c02.avi,0.92924,0.34010
v_BreastStroke_g01_c04.avi,v_FrontCrawl_g01_c04.avi,0.93828,0.37631
v_BreastStroke_g01_c04.avi,v_FrontCrawl_g06_c05.avi,0.90271,0.36007
v_BreastStroke_g02_c01.avi,v_BreastStroke_g04_c03.avi,0.91535,0.38815
v_BreastStroke_g02_c01.avi,v_FrontCrawl_g01_c01.avi,0.91773,0.36380
v_BreastStroke_g02_c01.avi,v_FrontCrawl_g01_c02.avi,0.92990,0.36160
v_BreastStroke_g02_c03.avi,v_FrontCrawl_g01_c01.avi,0.91941,0.27809
v_BreastStroke_g02_c03.avi,v_FrontCrawl_g01_c02.avi,0.92455,0.29252
v_BreastStroke_g02_c03.avi,v_FrontCrawl_g01_c03.avi,0.92393,0.34206
v_BreastStroke_g02_c03.avi,v_FrontCrawl_g01_c04.avi,0.90321,0.30317
v_BreastStroke_g02_c04.avi,v_FrontCrawl_g01_c01.avi,0.92845,0.31912
v_BreastStroke_g02_c04.avi,v_FrontCrawl_g01_c02.avi,0.92904,0.34781
v_BreastStroke_g03_c02.avi,v_BreastStroke_g05_c03.avi,0.90784,0.39602
v_BreastStroke_g03_c02.avi,v_BreastStroke_g07_c04.avi,0.90117,0.33432
v_BreastStroke_g03_c02.avi,v_FrontCrawl_g01_c03.avi,0.90012,0.35416
v_BreastStroke_g03_c02.avi,v_FrontCrawl_g01_c04.avi,0.91400,0.37620
v_BreastStroke_g03_c02.avi,v_FrontCrawl_g07_c07.avi,0.91687,0.39480
v_BreastStroke_g03_c03.avi,v_FrontCrawl_g01_c03.avi,0.90217,0.32994
v_BreastStroke_g03_c03.avi,v_FrontCrawl_g01_c04.avi,0.91590,0.33122
v_BreastStroke_g03_c03.avi,v_FrontCrawl_g06_c05.avi,0.90145,0.37859
v_BreastStroke_g03_c03.avi,v_FrontCrawl_g07_c04.avi,0.90486,0.34992
v_BreastStroke_g03_c03.avi,v_FrontCrawl_g07_c06.avi,0.90043,0.34664
v_BreastStroke_g03_c03.avi,v_FrontCrawl_g07_c07.avi,0.91657,0.33914
v_BreastStroke_g04_c02.avi,v_FrontCrawl_g01_c03.avi,0.90980,0.37123
v_BreastStroke_g04_c02.avi,v_FrontCrawl_g01_c04.avi,0.91665,0.37746
v_BreastStroke_g04_c03.avi,v_FrontCrawl_g01_c01.avi,0.91703,0.31193
v_BreastStroke_g04_c03.avi,v_FrontCrawl_g01_c02.avi,0.92200,0.32024
v_BreastStroke_g04_c03.avi,v_FrontCrawl_g01_c03.avi,0.93955,0.34265
v_BreastStroke_g04_c03.avi,v_FrontCrawl_g01_c04.avi,0.93931,0.36200
v_BreastStroke_g04_c03.avi,v_FrontCrawl_g06_c03.avi,0.90707,0.39087
v_BreastStroke_g04_c04.avi,v_BreastStroke_g07_c04.avi,0.90695,0.39679
v_BreastStroke_g04_c04.avi,v_FrontCrawl_g01_c02.avi,0.90469,0.30273
v_BreastStroke_g05_c02.avi,v_FrontCrawl_g01_c02.avi,0.91447,0.36728
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g01_c01.avi,0.93896,0.39287
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g01_c02.avi,0.91478,0.37070
v_BreastStroke_g06_c02.avi,v_FrontCrawl_g01_c02.avi,0.91655,0.36215
v_BreastStroke_g06_c03.avi,v_FrontCrawl_g01_c01.avi,0.90531,0.39493
v_BreastStroke_g06_c03.avi,v_FrontCrawl_g01_c02.avi,0.93215,0.39704
v_BreastStroke_g06_c04.avi,v_FrontCrawl_g01_c01.avi,0.91579,0.38562
v_BreastStroke_g06_c04.avi,v_FrontCrawl_g01_c02.avi,0.93622,0.39157
v_BreastStroke_g07_c01.avi,v_FrontCrawl_g01_c02.avi,0.90053,0.37054
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g01_c01.avi,0.92869,0.37079
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g01_c02.avi,0.91332,0.32945
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g01_c04.avi,0.93521,0.35997
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g07_c02.avi,0.91169,0.38124
v_BreastStroke_g07_c04.avi,v_FrontCrawl_g07_c02.avi,0.90144,0.39656
v_CliffDiving_g03_c02.avi,v_CliffDiving_g03_c03.avi,0.91423,0.39730
v_CricketShot_g05_c05.avi,v_CricketShot_g07_c03.avi,0.90212,0.23109
v_CricketShot_g05_c05.avi,v_CricketShot_g07_c05.avi,0.90009,0.22174
v_CricketShot_g05_c06.avi,v_CricketShot_g07_c03.avi,0.90418,0.30329
v_CricketShot_g07_c01.avi,v_CricketShot_g07_c05.avi,0.90768,0.31259
v_CricketShot_g07_c02.avi,v_CricketShot_g07_c03.avi,0.90721,0.38213
v_CricketShot_g07_c04.avi,v_CricketShot_g07_c06.avi,0.95898,0.33181
v_Diving_g05_c04.avi,v_FrontCrawl_g01_c04.avi,0.90186,0.31044
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g03_c02.avi,0.91856,0.35139
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g03_c03.avi,0.91700,0.32298
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g03_c04.avi,0.92325,0.34825
v_FloorGymnastics_g01_c03.avi,v_FloorGymnastics_g03_c04.avi,0.91762,0.38792
v_FloorGymnastics_g01_c04.avi,v_FloorGymnastics_g03_c04.avi,0.92787,0.36761
v_FloorGymnastics_g01_c05.avi,v_FloorGymnastics_g03_c04.avi,0.92344,0.37257
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g01_c02.avi,0.91968,0.39441
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g04_c02.avi,0.91235,0.39738
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g04_c03.avi,0.92333,0.38300
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g06_c01.avi,0.90416,0.32657
v_FloorGymnastics_g03_c02.avi,v_FloorGymnastics_g07_c02.avi,0.91769,0.38326
v_FloorGymnastics_g03_c04.avi,v_FloorGymnastics_g06_c03.avi,0.91642,0.36082
v_FloorGymnastics_g03_c04.avi,v_FloorGymnastics_g07_c02.avi,0.91560,0.38271
v_FloorGymnastics_g03_c04.avi,v_UnevenBars_g01_c02.avi,0.90788,0.35486
v_FloorGymnastics_g03_c04.avi,v_UnevenBars_g02_c01.avi,0.91163,0.39712
v_FloorGymnastics_g03_c04.avi,v_UnevenBars_g04_c03.avi,0.90547,0.34084
v_FloorGymnastics_g05_c02.avi,v_ParallelBars_g06_c03.avi,0.91374,0.37282
v_FloorGymnastics_g05_c02.avi,v_ParallelBars_g06_c04.avi,0.91097,0.38642
v_FloorGymnastics_g05_c02.avi,v_ParallelBars_g06_c05.avi,0.90340,0.37980
v_FloorGymnastics_g05_c02.avi,v_ParallelBars_g06_c07.avi,0.91409,0.34713
v_FloorGymnastics_g05_c03.avi,v_ParallelBars_g06_c03.avi,0.90546,0.30821
v_FloorGymnastics_g05_c03.avi,v_ParallelBars_g06_c04.avi,0.90097,0.35057
v_FloorGymnastics_g05_c03.avi,v_ParallelBars_g06_c07.avi,0.90087,0.33215
v_FloorGymnastics_g05_c04.avi,v_ParallelBars_g06_c03.avi,0.91159,0.35595
v_FloorGymnastics_g05_c04.avi,v_ParallelBars_g06_c05.avi,0.90363,0.37127
v_FloorGymnastics_g05_c04.avi,v_ParallelBars_g06_c07.avi,0.91519,0.37326
v_FloorGymnastics_g06_c06.avi,v_UnevenBars_g01_c01.avi,0.91987,0.36721
v_FrisbeeCatch_g02_c03.avi,v_FrisbeeCatch_g06_c02.avi,0.90847,0.37880
v_FrisbeeCatch_g02_c04.avi,v_FrisbeeCatch_g04_c05.avi,0.90555,0.33336
v_FrontCrawl_g01_c01.avi,v_FrontCrawl_g04_c04.avi,0.90358,0.34401
v_FrontCrawl_g01_c01.avi,v_FrontCrawl_g04_c07.avi,0.91563,0.39900
v_FrontCrawl_g01_c01.avi,v_FrontCrawl_g07_c06.avi,0.92869,0.38072
v_FrontCrawl_g01_c02.avi,v_FrontCrawl_g04_c04.avi,0.90798,0.35542
v_FrontCrawl_g01_c02.avi,v_FrontCrawl_g04_c06.avi,0.90263,0.36903
v_Haircut_g03_c03.avi,v_Haircut_g03_c06.avi,0.90487,0.39651
v_Haircut_g03_c05.avi,v_Haircut_g03_c06.avi,0.91517,0.37906
v_HighJump_g04_c01.avi,v_LongJump_g01_c06.avi,0.91154,0.26514
v_HighJump_g07_c03.avi,v_LongJump_g01_c06.avi,0.90822,0.28583
v_HorseRace_g01_c01.avi,v_HorseRace_g07_c05.avi,0.91663,0.32067
v_HorseRace_g01_c03.avi,v_HorseRace_g07_c05.avi,0.90247,0.32763
v_HorseRace_g01_c04.avi,v_HorseRace_g07_c05.avi,0.90520,0.35269
v_HorseRace_g02_c03.avi,v_HorseRace_g07_c03.avi,0.90752,0.31593
v_HorseRace_g02_c03.avi,v_HorseRace_g07_c05.avi,0.91423,0.25283
v_HorseRace_g03_c02.avi,v_HorseRace_g03_c03.avi,0.90811,0.38626
v_HorseRace_g03_c03.avi,v_HorseRace_g03_c04.avi,0.91939,0.34250
v_HorseRace_g03_c03.avi,v_HorseRace_g05_c03.avi,0.90153,0.37691
v_HorseRace_g03_c03.avi,v_HorseRace_g07_c02.avi,0.90580,0.30013
v_HorseRace_g03_c04.avi,v_HorseRace_g07_c05.avi,0.90362,0.28489
v_HorseRace_g04_c03.avi,v_HorseRace_g04_c05.avi,0.90038,0.26266
v_HorseRace_g04_c04.avi,v_HorseRace_g04_c05.avi,0.92840,0.30690
v_HorseRace_g04_c05.avi,v_HorseRace_g06_c03.avi,0.90914,0.31366
v_HorseRace_g05_c01.avi,v_HorseRace_g07_c05.avi,0.91941,0.33451
v_HorseRace_g05_c03.avi,v_HorseRace_g07_c05.avi,0.91576,0.35655
v_HorseRace_g05_c04.avi,v_HorseRace_g07_c05.avi,0.90461,0.22398
v_HorseRace_g06_c04.avi,v_HorseRace_g07_c02.avi,0.90972,0.39996
v_HorseRace_g07_c02.avi,v_HorseRace_g07_c05.avi,0.93586,0.27894
v_HorseRiding_g01_c02.avi,v_HorseRiding_g01_c03.avi,0.90468,0.38578
v_HorseRiding_g01_c02.avi,v_HorseRiding_g03_c07.avi,0.90227,0.38426
v_Kayaking_g02_c01.avi,v_Kayaking_g04_c06.avi,0.90633,0.29432
v_Kayaking_g02_c02.avi,v_Kayaking_g04_c06.avi,0.92419,0.33583
v_Kayaking_g02_c02.avi,v_Kayaking_g06_c01.avi,0.91960,0.39919
v_Kayaking_g02_c03.avi,v_Kayaking_g06_c01.avi,0.90301,0.33025
v_Kayaking_g02_c04.avi,v_Kayaking_g04_c06.avi,0.91600,0.39839
v_Kayaking_g02_c04.avi,v_Kayaking_g06_c01.avi,0.92252,0.39792
v_Kayaking_g02_c04.avi,v_Kayaking_g06_c02.avi,0.90481,0.32868
v_Kayaking_g04_c01.avi,v_Kayaking_g07_c01.avi,0.90542,0.36487
v_Kayaking_g04_c02.avi,v_Kayaking_g04_c05.avi,0.90858,0.34659
v_Kayaking_g04_c02.avi,v_Kayaking_g06_c06.avi,0.91542,0.36478
v_Kayaking_g04_c03.avi,v_Kayaking_g07_c04.avi,0.91209,0.38372
v_Kayaking_g04_c05.avi,v_Kayaking_g07_c04.avi,0.90703,0.32284
v_Kayaking_g04_c06.avi,v_Kayaking_g06_c06.avi,0.91898,0.37075
v_Kayaking_g04_c06.avi,v_Kayaking_g07_c01.avi,0.91283,0.36715
v_Kayaking_g04_c06.avi,v_Kayaking_g07_c02.avi,0.91296,0.39940
v_Lunges_g01_c01.avi,v_Lunges_g01_c04.avi,0.93711,0.31603
v_Lunges_g01_c04.avi,v_Lunges_g01_c06.avi,0.93997,0.33428
v_Lunges_g01_c05.avi,v_Lunges_g01_c06.avi,0.93006,0.38061
v_MilitaryParade_g02_c04.avi,v_MilitaryParade_g03_c03.avi,0.90889,0.31024
v_MilitaryParade_g03_c02.avi,v_MilitaryParade_g03_c03.avi,0.92375,0.34835
v_MilitaryParade_g03_c03.avi,v_MilitaryParade_g03_c04.avi,0.93092,0.35923
v_MilitaryParade_g06_c01.avi,v_MilitaryParade_g06_c04.avi,0.91213,0.39467
v_ParallelBars_g01_c01.avi,v_ParallelBars_g04_c02.avi,0.90178,0.38788
v_ParallelBars_g01_c01.avi,v_PommelHorse_g01_c01.avi,0.90020,0.26876
v_ParallelBars_g01_c01.avi,v_PommelHorse_g01_c03.avi,0.90390,0.31409
v_ParallelBars_g01_c01.avi,v_PommelHorse_g01_c06.avi,0.90062,0.38270
v_ParallelBars_g01_c01.avi,v_PommelHorse_g05_c02.avi,0.91547,0.34361
v_ParallelBars_g01_c01.avi,v_PommelHorse_g05_c03.avi,0.91146,0.30791
v_ParallelBars_g01_c01.avi,v_PommelHorse_g05_c04.avi,0.90985,0.38513
v_ParallelBars_g01_c01.avi,v_StillRings_g05_c02.avi,0.90987,0.39480
v_ParallelBars_g01_c03.avi,v_ParallelBars_g03_c02.avi,0.90585,0.39732
v_ParallelBars_g01_c04.avi,v_ParallelBars_g04_c05.avi,0.90326,0.38908
v_ParallelBars_g01_c04.avi,v_ParallelBars_g06_c04.avi,0.91235,0.39854
v_ParallelBars_g01_c04.avi,v_ParallelBars_g06_c07.avi,0.90960,0.37946
v_ParallelBars_g02_c03.avi,v_ParallelBars_g02_c04.avi,0.90219,0.30681
v_ParallelBars_g02_c03.avi,v_ParallelBars_g06_c07.avi,0.92671,0.38079
v_ParallelBars_g02_c04.avi,v_ParallelBars_g06_c01.avi,0.90359,0.38539
v_ParallelBars_g02_c04.avi,v_ParallelBars_g07_c01.avi,0.90633,0.39910
v_ParallelBars_g02_c04.avi,v_UnevenBars_g01_c03.avi,0.91389,0.36877
v_ParallelBars_g03_c02.avi,v_ParallelBars_g06_c04.avi,0.90775,0.31609
v_ParallelBars_g03_c02.avi,v_ParallelBars_g06_c05.avi,0.90113,0.34619
v_ParallelBars_g03_c02.avi,v_ParallelBars_g06_c07.avi,0.90690,0.30200
v_ParallelBars_g03_c02.avi,v_ParallelBars_g07_c04.avi,0.90277,0.38805
v_ParallelBars_g03_c03.avi,v_StillRings_g06_c03.avi,0.90524,0.33697
v_ParallelBars_g03_c04.avi,v_StillRings_g02_c02.avi,0.90009,0.39424
v_ParallelBars_g03_c04.avi,v_StillRings_g06_c03.avi,0.90316,0.29858
v_ParallelBars_g04_c02.avi,v_ParallelBars_g07_c05.avi,0.92589,0.37054
v_ParallelBars_g04_c02.avi,v_StillRings_g06_c03.avi,0.90140,0.39243
v_ParallelBars_g04_c05.avi,v_ParallelBars_g05_c04.avi,0.90359,0.39135
v_ParallelBars_g04_c06.avi,v_ParallelBars_g07_c04.avi,0.90142,0.34045
v_ParallelBars_g04_c06.avi,v_ParallelBars_g07_c05.avi,0.90393,0.31854
v_ParallelBars_g05_c03.avi,v_ParallelBars_g06_c04.avi,0.90360,0.36626
v_ParallelBars_g06_c03.avi,v_StillRings_g02_c02.avi,0.90040,0.39077
v_ParallelBars_g06_c03.avi,v_StillRings_g06_c03.avi,0.92125,0.36305
v_ParallelBars_g06_c04.avi,v_StillRings_g06_c03.avi,0.91550,0.30394
v_ParallelBars_g06_c05.avi,v_StillRings_g06_c03.avi,0.90402,0.30737
v_ParallelBars_g06_c06.avi,v_StillRings_g02_c01.avi,0.90073,0.38187
v_ParallelBars_g06_c06.avi,v_StillRings_g06_c03.avi,0.90569,0.33971
v_ParallelBars_g06_c07.avi,v_StillRings_g06_c03.avi,0.90971,0.25371
v_ParallelBars_g07_c01.avi,v_StillRings_g02_c01.avi,0.90470,0.35197
v_ParallelBars_g07_c01.avi,v_StillRings_g02_c02.avi,0.90953,0.39962
v_ParallelBars_g07_c01.avi,v_StillRings_g06_c03.avi,0.90973,0.29322
v_ParallelBars_g07_c02.avi,v_StillRings_g02_c01.avi,0.90750,0.39934
v_ParallelBars_g07_c03.avi,v_StillRings_g06_c03.avi,0.90753,0.35453
v_ParallelBars_g07_c04.avi,v_StillRings_g06_c03.avi,0.91644,0.34499
v_ParallelBars_g07_c04.avi,v_UnevenBars_g04_c04.avi,0.90187,0.37399
v_ParallelBars_g07_c05.avi,v_StillRings_g02_c01.avi,0.91266,0.33035
v_ParallelBars_g07_c05.avi,v_StillRings_g06_c03.avi,0.90581,0.23675
v_ParallelBars_g07_c06.avi,v_StillRings_g02_c01.avi,0.90623,0.36968
v_ParallelBars_g07_c06.avi,v_StillRings_g06_c03.avi,0.90376,0.36995
v_PlayingGuitar_g01_c02.avi,v_PlayingGuitar_g04_c06.avi,0.91061,0.38905
v_PlayingGuitar_g01_c04.avi,v_PlayingGuitar_g04_c02.avi,0.91944,0.39929
v_PlayingPiano_g02_c02.avi,v_PlayingPiano_g02_c04.avi,0.93303,0.37307
v_PlayingPiano_g02_c02.avi,v_PlayingPiano_g03_c01.avi,0.92250,0.31399
v_PlayingPiano_g02_c02.avi,v_PlayingPiano_g03_c02.avi,0.92511,0.33225
v_PlayingPiano_g02_c02.avi,v_PlayingPiano_g03_c03.avi,0.93344,0.35665
v_PlayingPiano_g02_c02.avi,v_PlayingPiano_g03_c04.avi,0.93074,0.39204
v_PoleVault_g01_c01.avi,v_PoleVault_g07_c01.avi,0.91114,0.38973
v_PoleVault_g01_c05.avi,v_PoleVault_g07_c01.avi,0.90360,0.37925
v_PoleVault_g05_c04.avi,v_PoleVault_g07_c01.avi,0.90646,0.38188
v_PommelHorse_g01_c01.avi,v_StillRings_g05_c03.avi,0.91154,0.22416
v_PommelHorse_g01_c03.avi,v_StillRings_g05_c03.avi,0.90984,0.22065
v_PommelHorse_g01_c03.avi,v_UnevenBars_g01_c01.avi,0.90454,0.32918
v_PommelHorse_g01_c04.avi,v_StillRings_g05_c03.avi,0.90029,0.24017
v_PommelHorse_g01_c04.avi,v_UnevenBars_g01_c01.avi,0.90134,0.33042
v_PommelHorse_g01_c05.avi,v_PommelHorse_g05_c04.avi,0.90808,0.39553
v_PommelHorse_g01_c06.avi,v_StillRings_g05_c03.avi,0.90616,0.26786
v_PommelHorse_g01_c07.avi,v_StillRings_g05_c03.avi,0.91261,0.28174
v_PommelHorse_g03_c04.avi,v_PommelHorse_g05_c03.avi,0.91524,0.36786
v_PommelHorse_g03_c04.avi,v_StillRings_g05_c03.avi,0.90087,0.19897
v_Rafting_g04_c03.avi,v_Rafting_g07_c01.avi,0.91007,0.36512
v_Rafting_g04_c03.avi,v_Rafting_g07_c02.avi,0.90118,0.35972
v_RockClimbingIndoor_g01_c02.avi,v_RockClimbingIndoor_g04_c04.avi,0.90533,0.39283
v_RockClimbingIndoor_g01_c02.avi,v_RockClimbingIndoor_g06_c05.avi,0.90816,0.33951
v_RockClimbingIndoor_g01_c03.avi,v_RockClimbingIndoor_g06_c05.avi,0.90418,0.34843
v_RockClimbingIndoor_g01_c04.avi,v_RockClimbingIndoor_g06_c05.avi,0.90524,0.27195
v_RockClimbingIndoor_g01_c05.avi,v_RockClimbingIndoor_g06_c05.avi,0.90188,0.25233
v_RockClimbingIndoor_g02_c01.avi,v_RockClimbingIndoor_g04_c02.avi,0.90327,0.32910
v_RockClimbingIndoor_g03_c06.avi,v_RockClimbingIndoor_g07_c05.avi,0.90880,0.38500
v_RockClimbingIndoor_g04_c03.avi,v_RockClimbingIndoor_g07_c05.avi,0.90690,0.36037
v_RockClimbingIndoor_g04_c04.avi,v_RockClimbingIndoor_g07_c03.avi,0.90559,0.34773
v_RockClimbingIndoor_g04_c04.avi,v_RockClimbingIndoor_g07_c05.avi,0.90916,0.31838
v_RockClimbingIndoor_g06_c05.avi,v_RockClimbingIndoor_g06_c06.avi,0.92172,0.36132
v_Rowing_g01_c02.avi,v_Rowing_g01_c04.avi,0.91929,0.37303
v_Rowing_g01_c04.avi,v_Rowing_g02_c04.avi,0.90292,0.34652
v_Skiing_g01_c03.avi,v_Skiing_g07_c02.avi,0.90500,0.39427
v_Skiing_g01_c04.avi,v_Skiing_g07_c03.avi,0.90282,0.37573
v_Skiing_g03_c01.avi,v_Skiing_g03_c05.avi,0.93276,0.38833
v_Skiing_g04_c03.avi,v_Skiing_g05_c01.avi,0.90230,0.36009
v_Skiing_g04_c03.avi,v_Skiing_g05_c02.avi,0.93981,0.37201
v_Skiing_g04_c03.avi,v_Skiing_g05_c03.avi,0.94129,0.36613
v_Skiing_g04_c03.avi,v_Skiing_g07_c03.avi,0.93107,0.39244
v_Skiing_g05_c02.avi,v_Skiing_g05_c03.avi,0.95121,0.38738
v_Skiing_g05_c02.avi,v_Skiing_g07_c03.avi,0.93153,0.36123
v_Skijet_g01_c02.avi,v_Skijet_g05_c02.avi,0.90495,0.39879
v_Skijet_g05_c02.avi,v_Skijet_g06_c01.avi,0.90682,0.39337
v_SkyDiving_g02_c01.avi,v_SkyDiving_g02_c02.avi,0.92291,0.39344
v_SkyDiving_g02_c03.avi,v_SkyDiving_g03_c05.avi,0.90901,0.38887
v_SoccerPenalty_g03_c02.avi,v_SoccerPenalty_g05_c02.avi,0.90097,0.32846
v_SoccerPenalty_g03_c02.avi,v_SoccerPenalty_g05_c04.avi,0.90451,0.36854
v_SoccerPenalty_g03_c02.avi,v_SoccerPenalty_g05_c06.avi,0.91681,0.37661
v_SoccerPenalty_g03_c02.avi,v_SoccerPenalty_g05_c07.avi,0.91002,0.36056
v_SoccerPenalty_g03_c03.avi,v_SoccerPenalty_g05_c07.avi,0.91253,0.35309
v_SoccerPenalty_g03_c05.avi,v_SoccerPenalty_g05_c07.avi,0.92073,0.35355
v_SoccerPenalty_g04_c01.avi,v_SoccerPenalty_g05_c02.avi,0.90843,0.27818
v_SoccerPenalty_g04_c01.avi,v_SoccerPenalty_g05_c04.avi,0.90762,0.28854
v_SoccerPenalty_g04_c01.avi,v_SoccerPenalty_g05_c05.avi,0.92021,0.33395
v_SoccerPenalty_g04_c01.avi,v_SoccerPenalty_g05_c06.avi,0.92388,0.33193
v_SoccerPenalty_g04_c01.avi,v_SoccerPenalty_g05_c07.avi,0.90710,0.28604
v_SoccerPenalty_g04_c02.avi,v_SoccerPenalty_g05_c01.avi,0.91008,0.37484
v_SoccerPenalty_g04_c02.avi,v_SoccerPenalty_g05_c02.avi,0.90663,0.34419
v_SoccerPenalty_g04_c02.avi,v_SoccerPenalty_g05_c04.avi,0.91037,0.37658
v_SoccerPenalty_g04_c02.avi,v_SoccerPenalty_g05_c05.avi,0.92051,0.39716
v_SoccerPenalty_g04_c02.avi,v_SoccerPenalty_g05_c07.avi,0.92577,0.34319
v_SoccerPenalty_g04_c03.avi,v_SoccerPenalty_g05_c02.avi,0.90714,0.36198
v_SoccerPenalty_g04_c03.avi,v_SoccerPenalty_g05_c04.avi,0.90986,0.33066
v_SoccerPenalty_g04_c03.avi,v_SoccerPenalty_g05_c05.avi,0.92029,0.37561
v_SoccerPenalty_g04_c03.avi,v_SoccerPenalty_g05_c06.avi,0.92157,0.37254
v_SoccerPenalty_g04_c03.avi,v_SoccerPenalty_g05_c07.avi,0.90967,0.37188
v_SoccerPenalty_g04_c04.avi,v_SoccerPenalty_g05_c02.avi,0.91840,0.35240
v_SoccerPenalty_g04_c04.avi,v_SoccerPenalty_g05_c03.avi,0.92304,0.36716
v_SoccerPenalty_g04_c04.avi,v_SoccerPenalty_g05_c04.avi,0.92484,0.33929
